StatsCode,Geoname,Quality,Altitude,rate,year_range,gender,age_range,condition
65810,West Tamar (M),Good,135.0,10.578084992534103,2017-18,females , 2-17,obese
72200,Katherine (T),Good,176.0,10.564464327656168,2017-18,females , 2-17,obese
72300,Litchfield (M),Good,37.0,7.326584788414833,2017-18,females , 2-17,obese
72800,Palmerston (C),Good,31.0,9.487897270999882,2017-18,females , 2-17,obese
10050,Albury (C),Good,329.0,9.046217023857123,2014-15,females , 2-17,obese
10250,Ballina (A),Good,3.0,7.472352064171653,2014-15,females , 2-17,obese
10300,Balranald (A),Poor,66.0,11.821926696714092,2014-15,females , 2-17,obese
10470,Bathurst Regional (A),Good,735.0,9.444959937368742,2014-15,females , 2-17,obese
10550,Bega Valley (A),Good,143.0,8.179308212645543,2014-15,females , 2-17,obese
10600,Bellingen (A),Good,774.0,8.883861495591132,2014-15,females , 2-17,obese
10650,Berrigan (A),Acceptable,111.0,8.276411429218085,2014-15,females , 2-17,obese
10750,Blacktown (C),Good,29.0,11.940643511330453,2014-15,females , 2-17,obese
10800,Bland (A),Good,317.0,9.549754766294084,2014-15,females , 2-17,obese
10850,Blayney (A),Good,731.0,10.051865215477184,2014-15,females , 2-17,obese
10900,Blue Mountains (C),Good,780.0,7.70210692032473,2014-15,females , 2-17,obese
10950,Bogan (A),Poor,192.0,10.160794753513013,2014-15,females , 2-17,obese
11100,Botany Bay (C),Good,8.0,9.218444056599191,2014-15,females , 2-17,obese
11250,Broken Hill (C),Good,312.0,12.708198855321626,2014-15,females , 2-17,obese
11300,Burwood (A),Poor,35.0,7.7721465788974635,2014-15,females , 2-17,obese
11350,Byron (A),Good,7.0,7.490171126596584,2014-15,females , 2-17,obese
11400,Cabonne (A),Poor,595.0,9.270232742025387,2014-15,females , 2-17,obese
11450,Camden (A),Good,104.0,9.374670970662601,2014-15,females , 2-17,obese
11500,Campbelltown (C),Good,142.0,11.819929894874893,2014-15,females , 2-17,obese
11520,Canada Bay (A),Good,12.0,6.590998155735314,2014-15,females , 2-17,obese
11600,Carrathool (A),Poor,110.0,9.595921760688489,2014-15,females , 2-17,obese
11700,Central Darling (A),Poor,94.0,12.708198855321626,2014-15,females , 2-17,obese
11720,Cessnock (C),Good,350.0,11.691116028740025,2014-15,females , 2-17,obese
11730,Clarence Valley (A),Good,53.0,10.100467678161193,2014-15,females , 2-17,obese
11750,Cobar (A),Good,187.0,10.160794753513011,2014-15,females , 2-17,obese
11800,Coffs Harbour (C),Good,160.0,9.02553794693149,2014-15,females , 2-17,obese
12000,Coolamon (A),Poor,226.0,9.587381227581123,2014-15,females , 2-17,obese
12150,Coonamble (A),Good,165.0,10.161048550492492,2014-15,females , 2-17,obese
13510,Cootamundra-Gundagai Regional(A),Good,222.0,9.774012337736314,2014-15,females , 2-17,obese
12350,Cowra (A),Acceptable,347.0,10.084815090244708,2014-15,females , 2-17,obese
12700,Dungog (A),Good,128.0,8.492558777424277,2014-15,females , 2-17,obese
12750,Eurobodalla (A),Good,305.0,9.109405253826786,2014-15,females , 2-17,obese
12850,Fairfield (C),Good,33.0,13.427420266105583,2014-15,females , 2-17,obese
12900,Forbes (A),Good,228.0,9.896021102583738,2014-15,females , 2-17,obese
12950,Gilgandra (A),Good,292.0,10.216570501848583,2014-15,females , 2-17,obese
13010,Glen Innes Severn (A),Good,1120.0,10.49166870160077,2014-15,females , 2-17,obese
13310,Goulburn Mulwaree (A),Acceptable,638.0,9.616441330154728,2014-15,females , 2-17,obese
13340,Greater Hume Shire (A),Acceptable,269.0,7.667442191151124,2014-15,females , 2-17,obese
13450,Griffith (C),Acceptable,122.0,9.835886029317294,2014-15,females , 2-17,obese
13550,Gunnedah (A),Good,404.0,10.86918053560006,2014-15,females , 2-17,obese
13660,Gwydir (A),Poor,370.0,10.166733073795276,2014-15,females , 2-17,obese
13800,Hawkesbury (C),Good,250.0,8.925820985811109,2014-15,females , 2-17,obese
13850,Hay (A),Good,91.0,11.821926696714094,2014-15,females , 2-17,obese
14000,Hornsby (A),Good,13.0,6.410351110892076,2014-15,females , 2-17,obese
14100,Hunters Hill (A),Acceptable,40.0,5.990877762829824,2014-15,females , 2-17,obese
14200,Inverell (A),Acceptable,494.0,11.032143901769418,2014-15,females , 2-17,obese
14300,Junee (A),Good,319.0,9.771481984431313,2014-15,females , 2-17,obese
14350,Kempsey (A),Good,71.0,11.663620087462828,2014-15,females , 2-17,obese
14400,Kiama (A),Good,60.0,6.794492935639071,2014-15,females , 2-17,obese
14500,Ku-ring-gai (A),Good,135.0,5.289794681294058,2014-15,females , 2-17,obese
14550,Kyogle (A),Acceptable,222.0,10.922132077322047,2014-15,females , 2-17,obese
14600,Lachlan (A),Good,204.0,9.886776731320701,2014-15,females , 2-17,obese
14650,Lake Macquarie (C),Good,54.0,9.07474275622628,2014-15,females , 2-17,obese
14700,Lane Cove (A),Acceptable,51.0,5.723464955206711,2014-15,females , 2-17,obese
14750,Leeton (A),Good,132.0,10.669513830519536,2014-15,females , 2-17,obese
14850,Lismore (C),Good,11.0,9.15201796469792,2014-15,females , 2-17,obese
14870,Lithgow (C),Good,1098.0,10.663116551839883,2014-15,females , 2-17,obese
14900,Liverpool (C),Good,15.0,12.53227676936907,2014-15,females , 2-17,obese
14920,Liverpool Plains (A),Good,329.0,10.218207953430086,2014-15,females , 2-17,obese
14950,Lockhart (A),Poor,214.0,9.551014344723258,2014-15,females , 2-17,obese
15050,Maitland (C),Good,4.0,9.639574355957278,2014-15,females , 2-17,obese
15270,Mid-Western Regional (A),Good,520.0,9.643837236290427,2014-15,females , 2-17,obese
15300,Moree Plains (A),Good,186.0,12.454885827631722,2014-15,females , 2-17,obese
15350,Mosman (A),Good,31.0,4.900119775937946,2014-15,females , 2-17,obese
15560,Murrumbidgee (A),Poor,114.0,9.185483683931734,2014-15,females , 2-17,obese
15650,Muswellbrook (A),Good,307.0,10.589711220495245,2014-15,females , 2-17,obese
15700,Nambucca (A),Good,389.0,10.799234625434556,2014-15,females , 2-17,obese
15750,Narrabri (A),Good,222.0,11.246989530188802,2014-15,females , 2-17,obese
15800,Narrandera (A),Good,154.0,10.772256514348681,2014-15,females , 2-17,obese
15850,Narromine (A),Good,225.0,10.216570501848583,2014-15,females , 2-17,obese
15900,Newcastle (C),Good,16.0,8.86544859387641,2014-15,females , 2-17,obese
15950,North Sydney (A),Good,84.0,5.149030251434922,2014-15,females , 2-17,obese
16100,Oberon (A),Acceptable,1162.0,9.212605490875308,2014-15,females , 2-17,obese
16150,Orange (C),Good,926.0,9.838027681592862,2014-15,females , 2-17,obese
16200,Parkes (A),Good,265.0,10.963528584881134,2014-15,females , 2-17,obese
16260,Parramatta (C),Good,17.0,9.740935517354458,2014-15,females , 2-17,obese
16350,Penrith (C),Good,31.0,10.438814648169899,2014-15,females , 2-17,obese
16380,Port Macquarie-Hastings (A),Good,365.0,8.954852913516657,2014-15,females , 2-17,obese
16550,Randwick (C),Good,27.0,9.35282265599752,2014-15,females , 2-17,obese
16610,Richmond Valley (A),Good,58.0,11.376464741665028,2014-15,females , 2-17,obese
16650,Rockdale (C),Good,4.0,8.66795320541733,2014-15,females , 2-17,obese
16700,Ryde (C),Good,84.0,6.959007199634841,2014-15,females , 2-17,obese
16900,Shellharbour (C),Good,125.0,10.366585754529982,2014-15,females , 2-17,obese
16950,Shoalhaven (C),Good,186.0,10.242351583973136,2014-15,females , 2-17,obese
17000,Singleton (A),Good,480.0,8.646857542069368,2014-15,females , 2-17,obese
17100,Strathfield (A),Acceptable,35.0,8.752435350846508,2014-15,females , 2-17,obese
17150,Sutherland Shire (A),Good,61.0,6.791378267541081,2014-15,females , 2-17,obese
17200,Sydney (C),Good,69.0,7.612798753559742,2014-15,females , 2-17,obese
17310,Tamworth Regional (A),Good,369.0,10.09878004840508,2014-15,females , 2-17,obese
17350,Temora (A),Good,277.0,9.774012337736314,2014-15,females , 2-17,obese
17400,Tenterfield (A),Good,930.0,10.491668701600771,2014-15,females , 2-17,obese
17420,The Hills Shire (A),Good,116.0,7.043163765996568,2014-15,females , 2-17,obese
17550,Tweed (A),Good,11.0,9.610051859814249,2014-15,females , 2-17,obese
17620,Upper Hunter Shire (A),Good,602.0,9.286948146647271,2014-15,females , 2-17,obese
17640,Upper Lachlan Shire (A),Poor,908.0,8.074989752962665,2014-15,females , 2-17,obese
17650,Uralla (A),Acceptable,759.0,8.753654501470594,2014-15,females , 2-17,obese
17750,Wagga Wagga (C),Good,220.0,9.519516461044208,2014-15,females , 2-17,obese
17850,Walcha (A),Good,1065.0,7.460388572171907,2014-15,females , 2-17,obese
17950,Warren (A),Poor,171.0,10.164205667399699,2014-15,females , 2-17,obese
18020,Warrumbungle Shire (A),Acceptable,568.0,10.090201759382591,2014-15,females , 2-17,obese
18050,Waverley (A),Good,93.0,6.023660952733047,2014-15,females , 2-17,obese
18100,Weddin (A),Good,345.0,9.551532990602961,2014-15,females , 2-17,obese
18200,Wentworth (A),Good,49.0,11.821926696714092,2014-15,females , 2-17,obese
18250,Willoughby (C),Good,108.0,5.739593354264571,2014-15,females , 2-17,obese
18350,Wingecarribee (A),Good,704.0,7.897804356746679,2014-15,females , 2-17,obese
18400,Wollondilly (A),Good,435.0,8.624921690342731,2014-15,females , 2-17,obese
18450,Wollongong (C),Good,367.0,9.278376474313891,2014-15,females , 2-17,obese
18500,Woollahra (A),Good,13.0,5.414471158848161,2014-15,females , 2-17,obese
20110,Alpine (S),Good,520.0,7.458837142647538,2014-15,females , 2-17,obese
20260,Ararat (RC),Good,238.0,8.94439424154645,2014-15,females , 2-17,obese
20660,Banyule (C),Good,74.0,7.386887416311638,2014-15,females , 2-17,obese
20740,Bass Coast (S),Good,8.0,9.127664842143796,2014-15,females , 2-17,obese
20830,Baw Baw (S),Good,306.0,9.131078871986366,2014-15,females , 2-17,obese
20910,Bayside (C),Good,28.0,5.72884654765775,2014-15,females , 2-17,obese
21010,Benalla (RC),Good,177.0,8.245541139750168,2014-15,females , 2-17,obese
21110,Boroondara (C),Good,52.0,5.48426981510768,2014-15,females , 2-17,obese
21180,Brimbank (C),Good,64.0,12.086920575468476,2014-15,females , 2-17,obese
21270,Buloke (S),Good,92.0,7.686024131072581,2014-15,females , 2-17,obese
21370,Campaspe (S),Good,120.0,9.086642015352716,2014-15,females , 2-17,obese
21450,Cardinia (S),Good,27.0,10.453663852307116,2014-15,females , 2-17,obese
21610,Casey (C),Good,36.0,11.127041293969643,2014-15,females , 2-17,obese
21670,Central Goldfields (S),Good,211.0,10.873255423761131,2014-15,females , 2-17,obese
21750,Colac-Otway (S),Good,236.0,7.916442496654426,2014-15,females , 2-17,obese
21830,Corangamite (S),Good,148.0,7.743420470947824,2014-15,females , 2-17,obese
21890,Darebin (C),Good,59.0,9.036424348887214,2014-15,females , 2-17,obese
22110,East Gippsland (S),Good,583.0,10.684458731999396,2014-15,females , 2-17,obese
22170,Frankston (C),Good,57.0,9.699083094422765,2014-15,females , 2-17,obese
22250,Gannawarra (S),Good,78.0,7.687399533404785,2014-15,females , 2-17,obese
22310,Glen Eira (C),Good,42.0,6.561458063507109,2014-15,females , 2-17,obese
22410,Glenelg (S),Good,143.0,8.618887009248745,2014-15,females , 2-17,obese
22490,Golden Plains (S),Good,296.0,8.874759743739013,2014-15,females , 2-17,obese
22620,Greater Bendigo (C),Good,215.0,9.418858816198894,2014-15,females , 2-17,obese
22670,Greater Dandenong (C),Good,20.0,12.695098158773035,2014-15,females , 2-17,obese
22750,Greater Geelong (C),Good,10.0,9.487907378464504,2014-15,females , 2-17,obese
22830,Greater Shepparton (C),Good,114.0,9.672328660469802,2014-15,females , 2-17,obese
22980,Hindmarsh (S),Acceptable,92.0,7.488020569473936,2014-15,females , 2-17,obese
23110,Hobsons Bay (C),Good,1.0,8.790703448766976,2014-15,females , 2-17,obese
23190,Horsham (RC),Good,150.0,7.562900166443036,2014-15,females , 2-17,obese
23270,Hume (C),Good,159.0,12.689350284423318,2014-15,females , 2-17,obese
23350,Indigo (S),Good,308.0,7.213476715423192,2014-15,females , 2-17,obese
23430,Kingston (C) (Vic.),Good,7.0,7.612790316079384,2014-15,females , 2-17,obese
23670,Knox (C),Good,76.0,7.536884273683867,2014-15,females , 2-17,obese
23810,Latrobe (C) (Vic.),Good,94.0,10.5645727815301,2014-15,females , 2-17,obese
23940,Loddon (S),Good,122.0,9.134785003796893,2014-15,females , 2-17,obese
24130,Macedon Ranges (S),Good,633.0,7.789047213291282,2014-15,females , 2-17,obese
24210,Manningham (C),Good,49.0,6.114728901828019,2014-15,females , 2-17,obese
24250,Mansfield (S),Good,475.0,8.081213123404735,2014-15,females , 2-17,obese
24330,Maribyrnong (C),Good,39.0,9.769025342045065,2014-15,females , 2-17,obese
24410,Maroondah (C),Good,163.0,7.747395880111191,2014-15,females , 2-17,obese
24600,Melbourne (C),Good,4.0,9.080129196173779,2014-15,females , 2-17,obese
24600,Melbourne (C),Good,14.0,9.080129196173779,2014-15,females , 2-17,obese
24650,Melton (C),Good,144.0,11.686476757109752,2014-15,females , 2-17,obese
24780,Mildura (RC),Good,65.0,11.75508891564052,2014-15,females , 2-17,obese
24850,Mitchell (S),Good,256.0,10.33005951566983,2014-15,females , 2-17,obese
24900,Moira (S),Good,113.0,9.4935367596742,2014-15,females , 2-17,obese
24970,Monash (C),Good,111.0,7.442442463996092,2014-15,females , 2-17,obese
25060,Moonee Valley (C),Good,38.0,8.790912916540401,2014-15,females , 2-17,obese
25150,Moorabool (S),Good,505.0,9.467668982745522,2014-15,females , 2-17,obese
25250,Moreland (C),Good,72.0,9.394388733004396,2014-15,females , 2-17,obese
25340,Mornington Peninsula (S),Good,180.0,8.037388553141321,2014-15,females , 2-17,obese
25430,Mount Alexander (S),Good,301.0,8.751830568635981,2014-15,females , 2-17,obese
25490,Moyne (S),Good,80.0,7.6074487572491645,2014-15,females , 2-17,obese
25620,Murrindindi (S),Good,231.0,9.281054820202419,2014-15,females , 2-17,obese
25710,Nillumbik (S),Good,116.0,6.193243110610368,2014-15,females , 2-17,obese
25810,Northern Grampians (S),Good,199.0,9.800251730195543,2014-15,females , 2-17,obese
25900,Port Phillip (C),Good,10.0,6.535335765193362,2014-15,females , 2-17,obese
25990,Pyrenees (S),Good,430.0,10.031762193950414,2014-15,females , 2-17,obese
26080,Queenscliffe (B),Poor,15.0,6.617364297292427,2014-15,females , 2-17,obese
26170,South Gippsland (S),Good,44.0,7.937853624157411,2014-15,females , 2-17,obese
26260,Southern Grampians (S),Good,200.0,6.74380026735169,2014-15,females , 2-17,obese
26350,Stonnington (C),Good,49.0,5.707834502378442,2014-15,females , 2-17,obese
26430,Strathbogie (S),Good,131.0,8.396773859923025,2014-15,females , 2-17,obese
26490,Surf Coast (S),Good,124.0,7.123125423213063,2014-15,females , 2-17,obese
26610,Swan Hill (RC),Good,58.0,9.987101129858223,2014-15,females , 2-17,obese
26670,Towong (S),Good,791.0,7.169284816365829,2014-15,females , 2-17,obese
26700,Wangaratta (RC),Good,220.0,7.879166497912423,2014-15,females , 2-17,obese
26730,Warrnambool (C),Good,34.0,8.854900164378993,2014-15,females , 2-17,obese
26810,Wellington (S),Good,20.0,9.250352644833571,2014-15,females , 2-17,obese
26890,West Wimmera (S),Poor,162.0,7.486329004264563,2014-15,females , 2-17,obese
26980,Whitehorse (C),Good,95.0,7.117288184213766,2014-15,females , 2-17,obese
27070,Whittlesea (C),Good,187.0,10.971790588365547,2014-15,females , 2-17,obese
27170,Wodonga (C),Good,226.0,9.30138667203097,2014-15,females , 2-17,obese
27260,Wyndham (C),Good,29.0,11.352333956691904,2014-15,females , 2-17,obese
27350,Yarra (C),Good,11.0,7.132647296245375,2014-15,females , 2-17,obese
30300,Balonne (S),Good,189.0,9.16415325065782,2014-15,females , 2-17,obese
30370,Banana (S),Good,137.0,8.50703289781652,2014-15,females , 2-17,obese
31820,Bundaberg (R),Good,79.0,10.333724888057246,2014-15,females , 2-17,obese
31900,Burdekin (S),Good,33.0,8.899575018422254,2014-15,females , 2-17,obese
32080,Cairns (R),Good,11.0,9.844732460174368,2014-15,females , 2-17,obese
32260,Cassowary Coast (R),Good,40.0,10.083806098609637,2014-15,females , 2-17,obese
32270,Central Highlands (R),Good,218.0,9.843829099857434,2014-15,females , 2-17,obese
32310,Charters Towers (R),Good,354.0,10.726561034470437,2014-15,females , 2-17,obese
33220,Fraser Coast (R),Good,41.0,11.045121807075676,2014-15,females , 2-17,obese
33360,Gladstone (R),Good,36.0,9.094152676982418,2014-15,females , 2-17,obese
33430,Gold Coast (C),Good,25.0,9.22362441184563,2014-15,females , 2-17,obese
33610,Goondiwindi (R),Good,216.0,9.164153250657822,2014-15,females , 2-17,obese
33620,Gympie (R),Good,71.0,10.449451815819957,2014-15,females , 2-17,obese
33800,Hinchinbrook (S),Good,18.0,10.726560977169308,2014-15,females , 2-17,obese
33960,Ipswich (C),Good,35.0,12.081430430907341,2014-15,females , 2-17,obese
33980,Isaac (R),Good,211.0,9.29965006543514,2014-15,females , 2-17,obese
34580,Lockyer Valley (R),Good,164.0,10.960922148265835,2014-15,females , 2-17,obese
34590,Logan (C),Good,29.0,12.005457302557337,2014-15,females , 2-17,obese
34770,Mackay (R),Good,45.0,8.674212650027654,2014-15,females , 2-17,obese
34860,Maranoa (R),Good,402.0,8.665383373502566,2014-15,females , 2-17,obese
35010,Moreton Bay (R),Good,20.0,10.037756264477883,2014-15,females , 2-17,obese
35300,Mount Isa (C),Good,311.0,11.143060133697434,2014-15,females , 2-17,obese
35760,North Burnett (R),Good,260.0,10.446243744190753,2014-15,females , 2-17,obese
36250,Redland (C),Good,37.0,8.453477621515201,2014-15,females , 2-17,obese
36370,Rockhampton (R),Good,38.0,10.525124808265886,2014-15,females , 2-17,obese
36510,Scenic Rim (R),Good,374.0,9.716456326616377,2014-15,females , 2-17,obese
36580,Somerset (R),Good,287.0,11.442035561252192,2014-15,females , 2-17,obese
36630,South Burnett (R),Good,439.0,10.98497668565826,2014-15,females , 2-17,obese
36660,Southern Downs (R),Good,917.0,9.656290374685259,2014-15,females , 2-17,obese
36820,Tablelands (R),Good,242.0,9.834818275961128,2014-15,females , 2-17,obese
36910,Toowoomba (R),Good,381.0,9.165841006941973,2014-15,females , 2-17,obese
37010,Townsville (C),Good,48.0,9.976405670519377,2014-15,females , 2-17,obese
37310,Western Downs (R),Good,312.0,8.853582851728447,2014-15,females , 2-17,obese
37340,Whitsunday (R),Good,429.0,9.588096463350766,2014-15,females , 2-17,obese
40070,Adelaide (C),Good,50.0,5.731017151947776,2014-15,females , 2-17,obese
40120,Adelaide Hills (DC),Good,472.0,4.74909586098196,2014-15,females , 2-17,obese
43920,Adelaide Plains (DC),Good,16.0,7.381912415826063,2014-15,females , 2-17,obese
40220,Alexandrina (DC),Good,79.0,6.765039999509844,2014-15,females , 2-17,obese
40310,Barossa (DC),Good,490.0,5.3057411567725685,2014-15,females , 2-17,obese
40430,Barunga West (DC),Poor,83.0,7.5210465589494735,2014-15,females , 2-17,obese
40520,Berri and Barmera (DC),Good,40.0,7.995533049350019,2014-15,females , 2-17,obese
40700,Burnside (C),Good,100.0,3.6726325001129765,2014-15,females , 2-17,obese
40910,Campbelltown (C),Good,108.0,5.544684131209965,2014-15,females , 2-17,obese
41060,Charles Sturt (C),Good,12.0,6.358614567036381,2014-15,females , 2-17,obese
41140,Clare and Gilbert Valleys (DC),Good,370.0,5.926353485178441,2014-15,females , 2-17,obese
41190,Cleve (DC),Poor,144.0,6.185552096995438,2014-15,females , 2-17,obese
41560,Copper Coast (DC),Good,37.0,7.63852282807059,2014-15,females , 2-17,obese
41830,Flinders Ranges (DC),Poor,296.0,7.990570114339356,2014-15,females , 2-17,obese
41960,Franklin Harbour (DC),Poor,20.0,6.185552096995439,2014-15,females , 2-17,obese
42030,Gawler (T),Acceptable,53.0,7.059572472576729,2014-15,females , 2-17,obese
42110,Goyder (DC),Good,418.0,7.009710979286107,2014-15,females , 2-17,obese
42250,Grant (DC),Poor,30.0,9.140415174380779,2014-15,females , 2-17,obese
42600,Holdfast Bay (C),Good,15.0,4.5438922787110325,2014-15,females , 2-17,obese
42750,Kangaroo Island (DC),Good,131.0,7.182281653613451,2014-15,females , 2-17,obese
43080,Karoonda East Murray (DC),Poor,73.0,7.000551782843875,2014-15,females , 2-17,obese
43220,Kimba (DC),Poor,281.0,6.189270164279288,2014-15,females , 2-17,obese
43360,Kingston (DC),Poor,20.0,5.754450070275079,2014-15,females , 2-17,obese
43650,Light (RegC),Acceptable,235.0,6.691202486684045,2014-15,females , 2-17,obese
43790,Loxton Waikerie (DC),Acceptable,65.0,7.616515062348593,2014-15,females , 2-17,obese
44060,Marion (C),Good,32.0,5.8394414752995,2014-15,females , 2-17,obese
44210,Mid Murray (DC),Acceptable,73.0,7.496077648509956,2014-15,females , 2-17,obese
44340,Mitcham (C),Good,273.0,4.484986913247033,2014-15,females , 2-17,obese
44550,Mount Barker (DC),Good,314.0,5.940324688049508,2014-15,females , 2-17,obese
44620,Mount Gambier (C),Good,42.0,7.277411266590366,2014-15,females , 2-17,obese
44830,Mount Remarkable (DC),Poor,310.0,7.252999354385414,2014-15,females , 2-17,obese
45090,Naracoorte and Lucindale (DC),Good,45.0,5.836230112686942,2014-15,females , 2-17,obese
45120,Northern Areas (DC),Good,402.0,6.85567631368832,2014-15,females , 2-17,obese
45290,Norwood Payneham St Peters (C),Good,61.0,4.941385519658723,2014-15,females , 2-17,obese
45340,Onkaparinga (C),Good,149.0,6.983506402497015,2014-15,females , 2-17,obese
45540,Peterborough (DC),Poor,545.0,7.2565209107519575,2014-15,females , 2-17,obese
45680,Playford (C),Good,26.0,10.262229183268087,2014-15,females , 2-17,obese
45890,Port Adelaide Enfield (C),Good,12.0,8.560066729993117,2014-15,females , 2-17,obese
46090,Port Augusta (C),Good,81.0,7.990570114339354,2014-15,females , 2-17,obese
46300,Port Lincoln (C),Good,11.0,6.724054796669579,2014-15,females , 2-17,obese
46450,Port Pirie City and Dists (M),Good,48.0,8.420796535211817,2014-15,females , 2-17,obese
46510,Prospect (C),Good,53.0,4.789609592718178,2014-15,females , 2-17,obese
46670,Renmark Paringa (DC),Good,23.0,7.533916643148623,2014-15,females , 2-17,obese
46860,Robe (DC),Poor,10.0,5.754450070275079,2014-15,females , 2-17,obese
46970,Roxby Downs (M),Good,103.0,6.8449878724091064,2014-15,females , 2-17,obese
47140,Salisbury (C),Good,22.0,8.453387395300458,2014-15,females , 2-17,obese
47290,Southern Mallee (DC),Poor,100.0,6.968693570443291,2014-15,females , 2-17,obese
47630,Tatiara (DC),Good,55.0,5.7544500702750785,2014-15,females , 2-17,obese
47700,Tea Tree Gully (C),Good,212.0,5.584093653743886,2014-15,females , 2-17,obese
47800,The Coorong (DC),Good,29.0,6.968693570443291,2014-15,females , 2-17,obese
47980,Unley (C),Good,52.0,4.383042955088399,2014-15,females , 2-17,obese
48050,Victor Harbor (C),Good,98.0,6.645258890283394,2014-15,females , 2-17,obese
48130,Wakefield (DC),Poor,80.0,7.523534882573422,2014-15,females , 2-17,obese
48260,Walkerville (M),Good,44.0,4.789609592718179,2014-15,females , 2-17,obese
48340,Wattle Range (DC),Good,55.0,7.131692000310335,2014-15,females , 2-17,obese
48410,West Torrens (C),Good,12.0,5.858879813182292,2014-15,females , 2-17,obese
48540,Whyalla (C),Good,7.0,8.6750704652115,2014-15,females , 2-17,obese
50080,Albany (C),Good,123.0,6.180567869747459,2014-15,females , 2-17,obese
50210,Armadale (C),Good,311.0,7.960392015328691,2014-15,females , 2-17,obese
50280,Augusta-Margaret River (S),Good,42.0,5.24197368665794,2014-15,females , 2-17,obese
50350,Bassendean (T),Good,21.0,5.891354987113438,2014-15,females , 2-17,obese
50420,Bayswater (C),Good,23.0,5.749729416997416,2014-15,females , 2-17,obese
50490,Belmont (C),Good,21.0,6.932595612269029,2014-15,females , 2-17,obese
50560,Beverley (S),Poor,267.0,7.128380893814778,2014-15,females , 2-17,obese
50630,Boddington (S),Acceptable,218.0,5.712032034961012,2014-15,females , 2-17,obese
50770,Boyup Brook (S),Poor,257.0,5.868757793300638,2014-15,females , 2-17,obese
50840,Bridgetown-Greenbushes (S),Poor,184.0,5.868757793300638,2014-15,females , 2-17,obese
50980,Broome (S),Good,7.0,8.181014065605398,2014-15,females , 2-17,obese
51080,Broomehill-Tambellup (S),Poor,296.0,4.842195137227753,2014-15,females , 2-17,obese
51190,Bunbury (C),Good,14.0,6.738066049992838,2014-15,females , 2-17,obese
51260,Busselton (C),Good,13.0,5.755993638829644,2014-15,females , 2-17,obese
51310,Cambridge (T),Acceptable,27.0,3.921644638668886,2014-15,females , 2-17,obese
51330,Canning (C),Good,16.0,5.926553263195238,2014-15,females , 2-17,obese
51400,Capel (S),Good,31.0,6.643432099652967,2014-15,females , 2-17,obese
51610,Chapman Valley (S),Poor,276.0,6.578902112789931,2014-15,females , 2-17,obese
51680,Chittering (S),Good,219.0,6.221049800138098,2014-15,females , 2-17,obese
51750,Claremont (T),Acceptable,19.0,3.916185312192262,2014-15,females , 2-17,obese
51820,Cockburn (C),Good,38.0,6.296854410146047,2014-15,females , 2-17,obese
51890,Collie (S),Good,202.0,7.503931216408311,2014-15,females , 2-17,obese
52100,Corrigin (S),Poor,337.0,5.336381165424392,2014-15,females , 2-17,obese
52170,Cottesloe (T),Good,12.0,3.899538564960734,2014-15,females , 2-17,obese
52240,Cranbrook (S),Poor,266.0,4.842195137227752,2014-15,females , 2-17,obese
52450,Cunderdin (S),Poor,205.0,6.164546781427233,2014-15,females , 2-17,obese
52520,Dalwallinu (S),Poor,300.0,5.732098004906196,2014-15,females , 2-17,obese
52590,Dandaragan (S),Poor,160.0,6.221049800138097,2014-15,females , 2-17,obese
52660,Dardanup (S),Good,258.0,6.287311803408728,2014-15,females , 2-17,obese
52730,Denmark (S),Good,33.0,5.568531180253562,2014-15,females , 2-17,obese
52870,Donnybrook-Balingup (S),Good,304.0,5.868757793300638,2014-15,females , 2-17,obese
53150,East Fremantle (T),Good,41.0,4.417526123041472,2014-15,females , 2-17,obese
53290,Esperance (S),Good,170.0,6.259950696277934,2014-15,females , 2-17,obese
53430,Fremantle (C),Good,26.0,4.935140640302714,2014-15,females , 2-17,obese
53570,Gingin (S),Poor,60.0,6.221049800138097,2014-15,females , 2-17,obese
53640,Gnowangerup (S),Poor,264.0,4.842195137227753,2014-15,females , 2-17,obese
53780,Gosnells (C),Good,21.0,7.272511386558549,2014-15,females , 2-17,obese
53800,Greater Geraldton (C),Good,169.0,7.064311561477988,2014-15,females , 2-17,obese
53990,Harvey (S),Good,222.0,6.46172264618851,2014-15,females , 2-17,obese
54060,Irwin (S),Good,75.0,6.478965338546175,2014-15,females , 2-17,obese
54130,Jerramungup (S),Poor,218.0,4.842195137227752,2014-15,females , 2-17,obese
54170,Joondalup (C),Good,32.0,4.859459537772056,2014-15,females , 2-17,obese
54200,Kalamunda (S),Good,368.0,5.693545922463488,2014-15,females , 2-17,obese
54280,Kalgoorlie/Boulder (C),Good,201.0,7.635006035872383,2014-15,females , 2-17,obese
54340,Katanning (S),Good,286.0,7.525805227701517,2014-15,females , 2-17,obese
54410,Kellerberrin (S),Poor,290.0,6.164546781427231,2014-15,females , 2-17,obese
54550,Kojonup (S),Poor,322.0,4.842195137227753,2014-15,females , 2-17,obese
54830,Kwinana (C),Good,44.0,8.872475329126956,2014-15,females , 2-17,obese
54900,Lake Grace (S),Poor,364.0,5.712032034961012,2014-15,females , 2-17,obese
55110,Mandurah (C),Good,6.0,7.006212523042895,2014-15,females , 2-17,obese
55180,Manjimup (S),Acceptable,160.0,5.875451640944858,2014-15,females , 2-17,obese
55320,Melville (C),Good,32.0,4.3812849810540975,2014-15,females , 2-17,obese
